Station_Name,Avg_July_MaxT,Peak_Record,Asset_Name,Status,Lat,Lng,State
AJO,106.0645161,113.0,NONE FOUND,CRITICAL DESERT,32.37,-112.86,AZ
AJO,103.9677419,118.0,NONE FOUND,CRITICAL DESERT,32.37,-112.86,AZ
AJO,104.6774194,116.0,NONE FOUND,CRITICAL DESERT,32.37,-112.86,AZ
AJO,105.9032258,114.0,NONE FOUND,CRITICAL DESERT,32.37,-112.86,AZ
AJO,108.483871,115.0,NONE FOUND,CRITICAL DESERT,32.37,-112.86,AZ
AJO,103.3225806,111.0,NONE FOUND,CRITICAL DESERT,32.37,-112.86,AZ
AJO,105.0322581,115.0,NONE FOUND,CRITICAL DESERT,32.37,-112.86,AZ
AJO,111.9,118.0,NONE FOUND,CRITICAL DESERT,32.37,-112.86,AZ
AJO,110.516129,116.0,NONE FOUND,CRITICAL DESERT,32.37,-112.86,AZ
AJO,106.8064516,117.0,NONE FOUND,CRITICAL DESERT,32.37,-112.86,AZ
ALPINE,81.37037037,87.0,NONE FOUND,CRITICAL DESERT,33.849,-109.147,AZ
ALPINE,81.37037037,87.0,NONE FOUND,CRITICAL DESERT,33.849,-109.147,CA
ALPINE,76.18181818,83.0,NONE FOUND,CRITICAL DESERT,33.849,-109.147,AZ
ALPINE,76.18181818,83.0,NONE FOUND,CRITICAL DESERT,33.849,-109.147,CA
ALPINE,78.93548387,86.0,NONE FOUND,CRITICAL DESERT,33.849,-109.147,AZ
ALPINE,78.93548387,86.0,NONE FOUND,CRITICAL DESERT,33.849,-109.147,CA
ALPINE,79.77419355,84.0,NONE FOUND,CRITICAL DESERT,33.849,-109.147,AZ
ALPINE,79.77419355,84.0,NONE FOUND,CRITICAL DESERT,33.849,-109.147,CA
ALPINE,79.80645161,88.0,NONE FOUND,CRITICAL DESERT,33.849,-109.147,AZ
ALPINE,79.80645161,88.0,NONE FOUND,CRITICAL DESERT,33.849,-109.147,CA
ALPINE,76.46428571,90.0,NONE FOUND,CRITICAL DESERT,33.849,-109.147,AZ
ALPINE,76.46428571,90.0,NONE FOUND,CRITICAL DESERT,33.849,-109.147,CA
ALPINE,78.12903226,86.0,NONE FOUND,CRITICAL DESERT,33.849,-109.147,AZ
ALPINE,78.12903226,86.0,NONE FOUND,CRITICAL DESERT,33.849,-109.147,CA
ALPINE,85.6875,90.0,NONE FOUND,CRITICAL DESERT,33.849,-109.147,AZ
ALPINE,85.6875,90.0,NONE FOUND,CRITICAL DESERT,33.849,-109.147,CA
ALPINE,80.51851852,85.0,NONE FOUND,CRITICAL DESERT,33.849,-109.147,AZ
ALPINE,80.51851852,85.0,NONE FOUND,CRITICAL DESERT,33.849,-109.147,CA
ALPINE,80.10344828,88.0,NONE FOUND,CRITICAL DESERT,33.849,-109.147,AZ
ALPINE,80.10344828,88.0,NONE FOUND,CRITICAL DESERT,33.849,-109.147,CA
ANVIL RANCH,101.3793103,106.0,NONE FOUND,CRITICAL DESERT,31.979,-111.384,AZ
ANVIL RANCH,97.3,110.0,NONE FOUND,CRITICAL DESERT,31.979,-111.384,AZ
ANVIL RANCH,98.6,110.0,NONE FOUND,CRITICAL DESERT,31.979,-111.384,AZ
ANVIL RANCH,101.0740741,107.0,NONE FOUND,CRITICAL DESERT,31.979,-111.384,AZ
ANVIL RANCH,102.6129032,111.0,NONE FOUND,CRITICAL DESERT,31.979,-111.384,AZ
ANVIL RANCH,93.28571429,104.0,NONE FOUND,CRITICAL DESERT,31.979,-111.384,AZ
ANVIL RANCH,98.77419355,108.0,NONE FOUND,CRITICAL DESERT,31.979,-111.384,AZ
ANVIL RANCH,105.1333333,110.0,NONE FOUND,CRITICAL DESERT,31.979,-111.384,AZ
ANVIL RANCH,102.4285714,110.0,NONE FOUND,CRITICAL DESERT,31.979,-111.384,AZ
ANVIL RANCH,100.2580645,109.0,NONE FOUND,CRITICAL DESERT,31.979,-111.384,AZ
BAGDAD,96.22580645,102.0,NONE FOUND,CRITICAL DESERT,34.597,-113.174,AZ
BAGDAD,94.41935484,105.0,NONE FOUND,CRITICAL DESERT,34.597,-113.174,AZ
BAGDAD,95.06666667,104.0,NONE FOUND,CRITICAL DESERT,34.597,-113.174,AZ
BAGDAD,95.76923077,101.0,NONE FOUND,CRITICAL DESERT,34.597,-113.174,AZ
BAGDAD,98.57142857,109.0,NONE FOUND,CRITICAL DESERT,34.597,-113.174,AZ
BAGDAD,94.3,105.0,NONE FOUND,CRITICAL DESERT,34.597,-113.174,AZ
BAGDAD,94.33333333,104.0,NONE FOUND,CRITICAL DESERT,34.597,-113.174,AZ
BAGDAD,101.483871,107.0,NONE FOUND,CRITICAL DESERT,34.597,-113.174,AZ
BAGDAD,101.6666667,108.0,NONE FOUND,CRITICAL DESERT,34.597,-113.174,AZ
BAGDAD,96.4137931,102.0,NONE FOUND,CRITICAL DESERT,34.597,-113.174,AZ
BEAVER DAM,111.2580645,121.0,NONE FOUND,CRITICAL DESERT,36.914,-113.942,AZ
BEAVER DAM,109.2941176,117.0,NONE FOUND,CRITICAL DESERT,36.914,-113.942,AZ
BEAVER DAM,110.8709677,118.0,NONE FOUND,CRITICAL DESERT,36.914,-113.942,AZ
BEAVER DAM,109.1290323,115.0,NONE FOUND,CRITICAL DESERT,36.914,-113.942,AZ
BEAVER DAM,,,NONE FOUND,CRITICAL DESERT,36.914,-113.942,AZ
BEAVER DAM,,,NONE FOUND,CRITICAL DESERT,36.914,-113.942,AZ
BEAVER DAM,,,NONE FOUND,CRITICAL DESERT,36.914,-113.942,AZ
BEAVER DAM,,,NONE FOUND,CRITICAL DESERT,36.914,-113.942,AZ
BEAVER DAM,,,NONE FOUND,CRITICAL DESERT,36.914,-113.942,AZ
BEAVER DAM,,,NONE FOUND,CRITICAL DESERT,36.914,-113.942,AZ
BENSON 6 SE,98.19354839,103.0,NONE FOUND,CRITICAL DESERT,31.881,-110.24,AZ
BENSON 6 SE,95.38709677,105.0,NONE FOUND,CRITICAL DESERT,31.881,-110.24,AZ
BENSON 6 SE,98.03333333,108.0,NONE FOUND,CRITICAL DESERT,31.881,-110.24,AZ
BENSON 6 SE,101.7419355,108.0,NONE FOUND,CRITICAL DESERT,31.881,-110.24,AZ
BENSON 6 SE,100.1666667,110.0,NONE FOUND,CRITICAL DESERT,31.881,-110.24,AZ
BENSON 6 SE,96.70967742,106.0,NONE FOUND,CRITICAL DESERT,31.881,-110.24,AZ
BENSON 6 SE,98.66666667,106.0,NONE FOUND,CRITICAL DESERT,31.881,-110.24,AZ
BENSON 6 SE,106.1290323,110.0,NONE FOUND,CRITICAL DESERT,31.881,-110.24,AZ
BENSON 6 SE,101.9677419,109.0,NONE FOUND,CRITICAL DESERT,31.881,-110.24,AZ
BENSON 6 SE,98.19354839,108.0,NONE FOUND,CRITICAL DESERT,31.881,-110.24,AZ
BETATAKIN,86.70967742,91.0,NONE FOUND,CRITICAL DESERT,36.678,-110.541,AZ
BETATAKIN,85.35483871,92.0,NONE FOUND,CRITICAL DESERT,36.678,-110.541,AZ
BETATAKIN,86.96774194,93.0,NONE FOUND,CRITICAL DESERT,36.678,-110.541,AZ
BETATAKIN,88.29032258,94.0,NONE FOUND,CRITICAL DESERT,36.678,-110.541,AZ
BETATAKIN,85.77419355,94.0,NONE FOUND,CRITICAL DESERT,36.678,-110.541,AZ
BETATAKIN,86.5483871,95.0,NONE FOUND,CRITICAL DESERT,36.678,-110.541,AZ
BETATAKIN,86.48387097,94.0,NONE FOUND,CRITICAL DESERT,36.678,-110.541,AZ
BETATAKIN,92.19354839,98.0,NONE FOUND,CRITICAL DESERT,36.678,-110.541,AZ
BETATAKIN,91.03225806,95.0,NONE FOUND,CRITICAL DESERT,36.678,-110.541,AZ
BETATAKIN,89.46666667,96.0,NONE FOUND,CRITICAL DESERT,36.678,-110.541,AZ
BLACK RIVER PUMPS,88.93548387,95.0,NONE FOUND,CRITICAL DESERT,33.478,-109.752,AZ
BLACK RIVER PUMPS,87.41935484,97.0,NONE FOUND,CRITICAL DESERT,33.478,-109.752,AZ
BLACK RIVER PUMPS,88.61290323,99.0,NONE FOUND,CRITICAL DESERT,33.478,-109.752,AZ
BLACK RIVER PUMPS,85.34482759,99.0,NONE FOUND,CRITICAL DESERT,33.478,-109.752,AZ
BLACK RIVER PUMPS,,,NONE FOUND,CRITICAL DESERT,33.478,-109.752,AZ
BLACK RIVER PUMPS,85.41935484,95.0,NONE FOUND,CRITICAL DESERT,33.478,-109.752,AZ
BLACK RIVER PUMPS,88.22580645,96.0,NONE FOUND,CRITICAL DESERT,33.478,-109.752,AZ
BLACK RIVER PUMPS,94.76666667,99.0,NONE FOUND,CRITICAL DESERT,33.478,-109.752,AZ
BLACK RIVER PUMPS,88.0,88.0,NONE FOUND,CRITICAL DESERT,33.478,-109.752,AZ
BLACK RIVER PUMPS,88.90322581,95.0,NONE FOUND,CRITICAL DESERT,33.478,-109.752,AZ
BLUE RIDGE RANGER STATION,85.0,94.0,NONE FOUND,CRITICAL DESERT,34.611,-111.192,AZ
BLUE RIDGE RANGER STATION,82.4516129,92.0,NONE FOUND,CRITICAL DESERT,34.611,-111.192,AZ
BLUE RIDGE RANGER STATION,85.19354839,92.0,NONE FOUND,CRITICAL DESERT,34.611,-111.192,AZ
BLUE RIDGE RANGER STATION,84.5483871,90.0,NONE FOUND,CRITICAL DESERT,34.611,-111.192,AZ
BLUE RIDGE RANGER STATION,86.56666667,96.0,NONE FOUND,CRITICAL DESERT,34.611,-111.192,AZ
BLUE RIDGE RANGER STATION,83.32258065,99.0,NONE FOUND,CRITICAL DESERT,34.611,-111.192,AZ
BLUE RIDGE RANGER STATION,81.35483871,91.0,NONE FOUND,CRITICAL DESERT,34.611,-111.192,AZ
BLUE RIDGE RANGER STATION,90.16129032,97.0,NONE FOUND,CRITICAL DESERT,34.611,-111.192,AZ
BLUE RIDGE RANGER STATION,88.25806452,95.0,NONE FOUND,CRITICAL DESERT,34.611,-111.192,AZ
BLUE RIDGE RANGER STATION,83.64516129,92.0,NONE FOUND,CRITICAL DESERT,34.611,-111.192,AZ
BOUSE,111.2903226,115.0,NONE FOUND,CRITICAL DESERT,33.943,-114.024,AZ
BOUSE,,,NONE FOUND,CRITICAL DESERT,33.943,-114.024,AZ
BOUSE,,,NONE FOUND,CRITICAL DESERT,33.943,-114.024,AZ
BOUSE,,,NONE FOUND,CRITICAL DESERT,33.943,-114.024,AZ
BOUSE,,,NONE FOUND,CRITICAL DESERT,33.943,-114.024,AZ
BOUSE,,,NONE FOUND,CRITICAL DESERT,33.943,-114.024,AZ
BOUSE,,,NONE FOUND,CRITICAL DESERT,33.943,-114.024,AZ
BOUSE,,,NONE FOUND,CRITICAL DESERT,33.943,-114.024,AZ
BOUSE,,,NONE FOUND,CRITICAL DESERT,33.943,-114.024,AZ
BOUSE,,,NONE FOUND,CRITICAL DESERT,33.943,-114.024,AZ
BRIGHT ANGEL RANGER STATION,80.67741935,88.0,NONE FOUND,CRITICAL DESERT,36.215,-112.062,AZ
BRIGHT ANGEL RANGER STATION,78.3,88.0,NONE FOUND,CRITICAL DESERT,36.215,-112.062,AZ
BRIGHT ANGEL RANGER STATION,80.12903226,88.0,NONE FOUND,CRITICAL DESERT,36.215,-112.062,AZ
BRIGHT ANGEL RANGER STATION,78.4516129,85.0,NONE FOUND,CRITICAL DESERT,36.215,-112.062,AZ
BRIGHT ANGEL RANGER STATION,80.06451613,89.0,NONE FOUND,CRITICAL DESERT,36.215,-112.062,AZ
BRIGHT ANGEL RANGER STATION,78.19354839,92.0,NONE FOUND,CRITICAL DESERT,36.215,-112.062,AZ
BRIGHT ANGEL RANGER STATION,78.19354839,88.0,NONE FOUND,CRITICAL DESERT,36.215,-112.062,AZ
BRIGHT ANGEL RANGER STATION,83.80645161,91.0,NONE FOUND,CRITICAL DESERT,36.215,-112.062,AZ
BRIGHT ANGEL RANGER STATION,83.76666667,88.0,NONE FOUND,CRITICAL DESERT,36.215,-112.062,AZ
BRIGHT ANGEL RANGER STATION,80.2,87.0,NONE FOUND,CRITICAL DESERT,36.215,-112.062,AZ
CANYON DE CHELLY,94.0,99.0,NONE FOUND,CRITICAL DESERT,36.153,-109.539,AZ
CANYON DE CHELLY,93.16129032,101.0,NONE FOUND,CRITICAL DESERT,36.153,-109.539,AZ
CANYON DE CHELLY,96.93548387,104.0,NONE FOUND,CRITICAL DESERT,36.153,-109.539,AZ
CANYON DE CHELLY,95.60869565,101.0,NONE FOUND,CRITICAL DESERT,36.153,-109.539,AZ
CANYON DE CHELLY,94.0,102.0,NONE FOUND,CRITICAL DESERT,36.153,-109.539,AZ
CANYON DE CHELLY,92.48387097,103.0,NONE FOUND,CRITICAL DESERT,36.153,-109.539,AZ
CANYON DE CHELLY,93.74193548,102.0,NONE FOUND,CRITICAL DESERT,36.153,-109.539,AZ
CANYON DE CHELLY,98.48387097,105.0,NONE FOUND,CRITICAL DESERT,36.153,-109.539,AZ
CANYON DE CHELLY,95.32258065,102.0,NONE FOUND,CRITICAL DESERT,36.153,-109.539,AZ
CANYON DE CHELLY,94.5483871,102.0,NONE FOUND,CRITICAL DESERT,36.153,-109.539,AZ
CAREFREE,105.6666667,112.0,NONE FOUND,CRITICAL DESERT,33.816,-111.902,AZ
CAREFREE,104.0689655,115.0,NONE FOUND,CRITICAL DESERT,33.816,-111.902,AZ
CAREFREE,105.8571429,115.0,NONE FOUND,CRITICAL DESERT,33.816,-111.902,AZ
CAREFREE,105.4333333,111.0,NONE FOUND,CRITICAL DESERT,33.816,-111.902,AZ
CAREFREE,107.0357143,114.0,NONE FOUND,CRITICAL DESERT,33.816,-111.902,AZ
CAREFREE,101.3571429,109.0,NONE FOUND,CRITICAL DESERT,33.816,-111.902,AZ
CAREFREE,105.4827586,112.0,NONE FOUND,CRITICAL DESERT,33.816,-111.902,AZ
CAREFREE,110.2758621,116.0,NONE FOUND,CRITICAL DESERT,33.816,-111.902,AZ
CAREFREE,107.4827586,114.0,NONE FOUND,CRITICAL DESERT,33.816,-111.902,AZ
CAREFREE,104.9310345,114.0,NONE FOUND,CRITICAL DESERT,33.816,-111.902,AZ
CASA GRANDE NATL MONUMENT,107.483871,111.0,NONE FOUND,CRITICAL DESERT,32.995,-111.537,AZ
CASA GRANDE NATL MONUMENT,104.6666667,116.0,NONE FOUND,CRITICAL DESERT,32.995,-111.537,AZ
CASA GRANDE NATL MONUMENT,105.5,114.0,NONE FOUND,CRITICAL DESERT,32.995,-111.537,AZ
CASA GRANDE NATL MONUMENT,,,NONE FOUND,CRITICAL DESERT,32.995,-111.537,AZ
CASA GRANDE NATL MONUMENT,,,NONE FOUND,CRITICAL DESERT,32.995,-111.537,AZ
CASA GRANDE NATL MONUMENT,102.2727273,111.0,NONE FOUND,CRITICAL DESERT,32.995,-111.537,AZ
CASA GRANDE NATL MONUMENT,105.5555556,114.0,NONE FOUND,CRITICAL DESERT,32.995,-111.537,AZ
CASA GRANDE NATL MONUMENT,110.8275862,116.0,NONE FOUND,CRITICAL DESERT,32.995,-111.537,AZ
CASA GRANDE NATL MONUMENT,109.7741935,115.0,NONE FOUND,CRITICAL DESERT,32.995,-111.537,AZ
CASA GRANDE NATL MONUMENT,107.2083333,116.0,NONE FOUND,CRITICAL DESERT,32.995,-111.537,AZ
CASCABEL,101.6774194,106.0,NONE FOUND,CRITICAL DESERT,32.262,-110.348,AZ
CASCABEL,96.12903226,108.0,NONE FOUND,CRITICAL DESERT,32.262,-110.348,AZ
CASCABEL,98.58064516,110.0,NONE FOUND,CRITICAL DESERT,32.262,-110.348,AZ
CASCABEL,100.7419355,109.0,NONE FOUND,CRITICAL DESERT,32.262,-110.348,AZ
CASCABEL,100.0322581,111.0,NONE FOUND,CRITICAL DESERT,32.262,-110.348,AZ
CASCABEL,95.4516129,107.0,NONE FOUND,CRITICAL DESERT,32.262,-110.348,AZ
CASCABEL,98.93548387,106.0,NONE FOUND,CRITICAL DESERT,32.262,-110.348,AZ
CASCABEL,105.9354839,111.0,NONE FOUND,CRITICAL DESERT,32.262,-110.348,AZ
CASCABEL,101.8709677,109.0,NONE FOUND,CRITICAL DESERT,32.262,-110.348,AZ
CASCABEL,99.67741935,109.0,NONE FOUND,CRITICAL DESERT,32.262,-110.348,AZ
CASTLE HOT SPRINGS,107.0322581,113.0,NONE FOUND,CRITICAL DESERT,33.983,-112.363,AZ
CASTLE HOT SPRINGS,106.1612903,116.0,NONE FOUND,CRITICAL DESERT,33.983,-112.363,AZ
CASTLE HOT SPRINGS,,,NONE FOUND,CRITICAL DESERT,33.983,-112.363,AZ
CASTLE HOT SPRINGS,,,NONE FOUND,CRITICAL DESERT,33.983,-112.363,AZ
CASTLE HOT SPRINGS,,,NONE FOUND,CRITICAL DESERT,33.983,-112.363,AZ
CASTLE HOT SPRINGS,,,NONE FOUND,CRITICAL DESERT,33.983,-112.363,AZ
CASTLE HOT SPRINGS,,,NONE FOUND,CRITICAL DESERT,33.983,-112.363,AZ
CASTLE HOT SPRINGS,,,NONE FOUND,CRITICAL DESERT,33.983,-112.363,AZ
CASTLE HOT SPRINGS,,,NONE FOUND,CRITICAL DESERT,33.983,-112.363,AZ
CASTLE HOT SPRINGS,,,NONE FOUND,CRITICAL DESERT,33.983,-112.363,AZ
CORDES,97.58064516,105.0,NONE FOUND,CRITICAL DESERT,34.305,-112.165,AZ
CORDES,94.51612903,106.0,NONE FOUND,CRITICAL DESERT,34.305,-112.165,AZ
CORDES,95.51612903,106.0,NONE FOUND,CRITICAL DESERT,34.305,-112.165,AZ
CORDES,97.56666667,105.0,NONE FOUND,CRITICAL DESERT,34.305,-112.165,AZ
CORDES,99.25806452,109.0,NONE FOUND,CRITICAL DESERT,34.305,-112.165,AZ
CORDES,95.32258065,105.0,NONE FOUND,CRITICAL DESERT,34.305,-112.165,AZ
CORDES,98.80645161,108.0,NONE FOUND,CRITICAL DESERT,34.305,-112.165,AZ
CORDES,104.7741935,112.0,NONE FOUND,CRITICAL DESERT,34.305,-112.165,AZ
CORDES,100.9677419,109.0,NONE FOUND,CRITICAL DESERT,34.305,-112.165,AZ
CORDES,95.95238095,103.0,NONE FOUND,CRITICAL DESERT,34.305,-112.165,AZ
CORONADO NATIONAL MEMORIAL,89.96774194,95.0,NONE FOUND,CRITICAL DESERT,31.346,-110.254,AZ
CORONADO NATIONAL MEMORIAL,87.2,97.0,NONE FOUND,CRITICAL DESERT,31.346,-110.254,AZ
CORONADO NATIONAL MEMORIAL,89.77419355,97.0,NONE FOUND,CRITICAL DESERT,31.346,-110.254,AZ
CORONADO NATIONAL MEMORIAL,90.63333333,99.0,NONE FOUND,CRITICAL DESERT,31.346,-110.254,AZ
CORONADO NATIONAL MEMORIAL,91.12903226,101.0,NONE FOUND,CRITICAL DESERT,31.346,-110.254,AZ
CORONADO NATIONAL MEMORIAL,86.41935484,97.0,NONE FOUND,CRITICAL DESERT,31.346,-110.254,AZ
CORONADO NATIONAL MEMORIAL,87.5483871,93.0,NONE FOUND,CRITICAL DESERT,31.346,-110.254,AZ
CORONADO NATIONAL MEMORIAL,96.70967742,101.0,NONE FOUND,CRITICAL DESERT,31.346,-110.254,AZ
CORONADO NATIONAL MEMORIAL,91.58064516,100.0,NONE FOUND,CRITICAL DESERT,31.346,-110.254,AZ
CORONADO NATIONAL MEMORIAL,90.06451613,99.0,NONE FOUND,CRITICAL DESERT,31.346,-110.254,AZ
DUNCAN,99.60714286,107.0,NONE FOUND,CRITICAL DESERT,32.748,-109.121,AZ
DUNCAN,97.32258065,106.0,NONE FOUND,CRITICAL DESERT,32.748,-109.121,AZ
DUNCAN,97.87096774,109.0,NONE FOUND,CRITICAL DESERT,32.748,-109.121,AZ
DUNCAN,101.5806452,107.0,NONE FOUND,CRITICAL DESERT,32.748,-109.121,AZ
DUNCAN,102.8064516,113.0,NONE FOUND,CRITICAL DESERT,32.748,-109.121,AZ
DUNCAN,96.87096774,108.0,NONE FOUND,CRITICAL DESERT,32.748,-109.121,AZ
DUNCAN,98.51612903,108.0,NONE FOUND,CRITICAL DESERT,32.748,-109.121,AZ
DUNCAN,106.2580645,111.0,NONE FOUND,CRITICAL DESERT,32.748,-109.121,AZ
DUNCAN,102.6774194,109.0,NONE FOUND,CRITICAL DESERT,32.748,-109.121,AZ
DUNCAN,99.82142857,109.0,NONE FOUND,CRITICAL DESERT,32.748,-109.121,AZ
FORT THOMAS 2 SW,102.3870968,108.0,NONE FOUND,CRITICAL DESERT,33.009,-109.986,AZ
FORT THOMAS 2 SW,100.5217391,109.0,NONE FOUND,CRITICAL DESERT,33.009,-109.986,AZ
FORT THOMAS 2 SW,,,NONE FOUND,CRITICAL DESERT,33.009,-109.986,AZ
FORT THOMAS 2 SW,104.0,111.0,NONE FOUND,CRITICAL DESERT,33.009,-109.986,AZ
FORT THOMAS 2 SW,102.4193548,114.0,NONE FOUND,CRITICAL DESERT,33.009,-109.986,AZ
FORT THOMAS 2 SW,97.25806452,111.0,NONE FOUND,CRITICAL DESERT,33.009,-109.986,AZ
FORT THOMAS 2 SW,,,NONE FOUND,CRITICAL DESERT,33.009,-109.986,AZ
FORT THOMAS 2 SW,,,NONE FOUND,CRITICAL DESERT,33.009,-109.986,AZ
FORT THOMAS 2 SW,,,NONE FOUND,CRITICAL DESERT,33.009,-109.986,AZ
FORT THOMAS 2 SW,105.1935484,114.0,NONE FOUND,CRITICAL DESERT,33.009,-109.986,AZ
FORT VALLEY,83.96153846,90.0,NONE FOUND,CRITICAL DESERT,35.272,-111.73,AZ
FORT VALLEY,80.48387097,92.0,NONE FOUND,CRITICAL DESERT,35.272,-111.73,AZ
FORT VALLEY,81.77419355,90.0,NONE FOUND,CRITICAL DESERT,35.272,-111.73,AZ
FORT VALLEY,,,NONE FOUND,CRITICAL DESERT,35.272,-111.73,AZ
FORT VALLEY,,,NONE FOUND,CRITICAL DESERT,35.272,-111.73,AZ
FORT VALLEY,,,NONE FOUND,CRITICAL DESERT,35.272,-111.73,AZ
FORT VALLEY,,,NONE FOUND,CRITICAL DESERT,35.272,-111.73,AZ
FORT VALLEY,,,NONE FOUND,CRITICAL DESERT,35.272,-111.73,AZ
FORT VALLEY,87.77272727,94.0,NONE FOUND,CRITICAL DESERT,35.272,-111.73,AZ
FORT VALLEY,84.13333333,93.0,NONE FOUND,CRITICAL DESERT,35.272,-111.73,AZ
GILA BEND 2SE,,,NONE FOUND,CRITICAL DESERT,32.938,-112.681,AZ
GILA BEND 2SE,,,NONE FOUND,CRITICAL DESERT,32.938,-112.681,AZ
GILA BEND 2SE,,,NONE FOUND,CRITICAL DESERT,32.938,-112.681,AZ
GILA BEND 2SE,,,NONE FOUND,CRITICAL DESERT,32.938,-112.681,AZ
GILA BEND 2SE,110.2580645,116.0,NONE FOUND,CRITICAL DESERT,32.938,-112.681,AZ
GILA BEND 2SE,105.0645161,113.0,NONE FOUND,CRITICAL DESERT,32.938,-112.681,AZ
GILA BEND 2SE,107.0322581,115.0,NONE FOUND,CRITICAL DESERT,32.938,-112.681,AZ
GILA BEND 2SE,112.6774194,117.0,NONE FOUND,CRITICAL DESERT,32.938,-112.681,AZ
GILA BEND 2SE,111.9354839,118.0,NONE FOUND,CRITICAL DESERT,32.938,-112.681,AZ
GILA BEND 2SE,108.4516129,117.0,NONE FOUND,CRITICAL DESERT,32.938,-112.681,AZ
HAPPY JACK RANGER STATION,79.03333333,87.0,NONE FOUND,CRITICAL DESERT,34.742,-111.409,AZ
HAPPY JACK RANGER STATION,77.09677419,89.0,NONE FOUND,CRITICAL DESERT,34.742,-111.409,AZ
HAPPY JACK RANGER STATION,78.96774194,87.0,NONE FOUND,CRITICAL DESERT,34.742,-111.409,AZ
HAPPY JACK RANGER STATION,80.58064516,87.0,NONE FOUND,CRITICAL DESERT,34.742,-111.409,AZ
HAPPY JACK RANGER STATION,80.45833333,90.0,NONE FOUND,CRITICAL DESERT,34.742,-111.409,AZ
HAPPY JACK RANGER STATION,74.21428571,79.0,NONE FOUND,CRITICAL DESERT,34.742,-111.409,AZ
HAPPY JACK RANGER STATION,,,NONE FOUND,CRITICAL DESERT,34.742,-111.409,AZ
HAPPY JACK RANGER STATION,81.0,87.0,NONE FOUND,CRITICAL DESERT,34.742,-111.409,AZ
HAPPY JACK RANGER STATION,82.38709677,89.0,NONE FOUND,CRITICAL DESERT,34.742,-111.409,AZ
HAPPY JACK RANGER STATION,,,NONE FOUND,CRITICAL DESERT,34.742,-111.409,AZ
HEBER (BLACK MESA) RANGER STATION,83.74193548,91.0,NONE FOUND,CRITICAL DESERT,34.392,-110.558,AZ
HEBER (BLACK MESA) RANGER STATION,80.77777778,91.0,NONE FOUND,CRITICAL DESERT,34.392,-110.558,AZ
HEBER (BLACK MESA) RANGER STATION,82.96551724,90.0,NONE FOUND,CRITICAL DESERT,34.392,-110.558,AZ
HEBER (BLACK MESA) RANGER STATION,84.93548387,90.0,NONE FOUND,CRITICAL DESERT,34.392,-110.558,AZ
HEBER (BLACK MESA) RANGER STATION,83.87096774,92.0,NONE FOUND,CRITICAL DESERT,34.392,-110.558,AZ
HEBER (BLACK MESA) RANGER STATION,85.76923077,93.0,NONE FOUND,CRITICAL DESERT,34.392,-110.558,AZ
HEBER (BLACK MESA) RANGER STATION,82.83333333,91.0,NONE FOUND,CRITICAL DESERT,34.392,-110.558,AZ
HEBER (BLACK MESA) RANGER STATION,88.0,93.0,NONE FOUND,CRITICAL DESERT,34.392,-110.558,AZ
HEBER (BLACK MESA) RANGER STATION,86.25806452,92.0,NONE FOUND,CRITICAL DESERT,34.392,-110.558,AZ
HEBER (BLACK MESA) RANGER STATION,83.35483871,91.0,NONE FOUND,CRITICAL DESERT,34.392,-110.558,AZ
JEROME,93.29032258,101.0,NONE FOUND,CRITICAL DESERT,34.754,-112.112,AZ
JEROME,90.83870968,101.0,NONE FOUND,CRITICAL DESERT,34.754,-112.112,AZ
JEROME,91.41935484,100.0,NONE FOUND,CRITICAL DESERT,34.754,-112.112,AZ
JEROME,92.36666667,98.0,NONE FOUND,CRITICAL DESERT,34.754,-112.112,AZ
JEROME,93.67741935,104.0,NONE FOUND,CRITICAL DESERT,34.754,-112.112,AZ
JEROME,91.16129032,106.0,NONE FOUND,CRITICAL DESERT,34.754,-112.112,AZ
JEROME,93.12903226,100.0,NONE FOUND,CRITICAL DESERT,34.754,-112.112,AZ
JEROME,100.0,106.0,NONE FOUND,CRITICAL DESERT,34.754,-112.112,AZ
JEROME,97.03448276,103.0,NONE FOUND,CRITICAL DESERT,34.754,-112.112,AZ
JEROME,92.26666667,100.0,NONE FOUND,CRITICAL DESERT,34.754,-112.112,AZ
KOFA MINE,106.2903226,112.0,NONE FOUND,CRITICAL DESERT,33.274,-113.965,AZ
KOFA MINE,105.0322581,116.0,NONE FOUND,CRITICAL DESERT,33.274,-113.965,AZ
KOFA MINE,,,NONE FOUND,CRITICAL DESERT,33.274,-113.965,AZ
KOFA MINE,,,NONE FOUND,CRITICAL DESERT,33.274,-113.965,AZ
KOFA MINE,,,NONE FOUND,CRITICAL DESERT,33.274,-113.965,AZ
KOFA MINE,,,NONE FOUND,CRITICAL DESERT,33.274,-113.965,AZ
KOFA MINE,,,NONE FOUND,CRITICAL DESERT,33.274,-113.965,AZ
KOFA MINE,,,NONE FOUND,CRITICAL DESERT,33.274,-113.965,AZ
KOFA MINE,,,NONE FOUND,CRITICAL DESERT,33.274,-113.965,AZ
KOFA MINE,,,NONE FOUND,CRITICAL DESERT,33.274,-113.965,AZ
LAVEEN 3 SSE,109.0967742,114.0,NONE FOUND,CRITICAL DESERT,33.337,-112.147,AZ
LAVEEN 3 SSE,105.483871,119.0,NONE FOUND,CRITICAL DESERT,33.337,-112.147,AZ
LAVEEN 3 SSE,,,NONE FOUND,CRITICAL DESERT,33.337,-112.147,AZ
